"","Year","month","temp","cloud_cover","vapor_pressure","precip","tmin","tmax","ET","evap_day","evap","wd","sat_vp","RH"
"1",1983,1,28.2,72.675,2.9175,242.875,23.325,33.1,4.1,2.75936309997731,85.5402560992965,0,3.9184829021755,74.4548355278068
"2",1983,2,27.975,76.825,2.915,177.55,23.175,32.775,3.775,2.38991410466433,66.9175949306011,0,3.86614636454183,75.3980766671117
"3",1983,3,27.2,70.85,2.8175,284.275,22.05,32.4,3.675,2.84523639571002,88.2023282670106,0,3.69059952386667,76.3426099683685
"4",1983,4,27.6,76.5,2.7625,203.675,22.625,32.6,3.3,2.45646519758942,73.6939559276827,0,3.78029855421933,73.0762388308372
"5",1983,5,25.3,69.375,2.4675,182.525,19.975,30.675,2.975,2.91695157710328,90.4254988902016,0,3.28985346025029,75.0033407206007
"6",1983,6,23.725,63.275,2.1525,54.45,17.75,29.725,2.9,3.39245274761053,101.773582428316,47.323582428316,2.98751996638345,72.0497276744803
"7",1983,7,24.7,49.35,2.1625,61.875,18.275,31.15,3.525,4.62527011927818,143.383373697624,81.5083736976237,3.17161095524464,68.1830158400747
"8",1983,8,24.7,62.325,2.1025,14.975,17.925,31.5,3.775,3.65588162138291,113.33233026287,98.3573302628703,3.17161095524464,66.2912327416218
"9",1983,9,25.65,57.90001,2.1725,49.45,19.225,32.15,4.35,4.0789566071725,122.368698215175,72.918698215175,3.36062546245471,64.6457043271087
"10",1983,10,26.775,67.7,2.5575,140.425,20.95,32.65,4.175,3.20563042448769,99.3745431591185,0,3.59737273300979,71.093550482889
"11",1983,11,27.275,70.7,2.68,239.575,21.825,32.775,4.15,2.94782917609056,88.4348752827169,0,3.70727248442539,72.2903431366035
"12",1983,12,26.925,75.5,2.72,299.4,22.075,31.85,3.825,2.47931161278341,76.8586599962858,0,3.63003433059825,74.9304208247455
"13",1984,1,25.85,75.35001,2.7425,399.475,21.85,29.875,3.525,2.31943660072949,71.9025346226141,0,3.40167197246583,80.6221182465161
"14",1984,2,25.975,78.1,2.795,289.85,21.95,30.05,3.325,2.09111966373804,58.5513505846651,0,3.42755198467444,81.5450797682207
