Pv_tag,Tag,T1,T2,X,Y,Family,Species,DBH0,DBH1,F2,Plot,SpecimenID,*Accession Numbers,*Barcodes,CollectorString,CollectionNumber,*FullName,UpperName,LowerName,Locality,ElevationDisplay,*Coordinate Display,LatitudeDecimal,LongitudeDecimal,Date Display,*Institutions,DeterminationYear,DeterminationBy,Description,plot.genus,spec.genus
1265,318,12,NA,57.35,22.7,Sapotaceae,Chrysophyllum venezuelanense,299,299,1,TAM_02,408118,3470812,MO-1981420,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58123,Pouteria Aubl.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549676800,MO,NA,NA,"Tree No. 1265, 18.8 cm dbh, sterile.",Chrysophyllum,Pouteria
1029,31,2,NA,7.8,22.8,Bignoniaceae,Tabebuia serratifolia,305,305,1,TAM_02,487959,3466424,MO-097112,Alwyn H. Gentry & Nestor Jaramillo,58035,Handroanthus serratifolius (Vahl) S.O. Grose,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.8333333,-69.2833333,549504000,MO,2017,NA,"Tree No. 1029, 23.3 cm.",Tabebuia,Handroanthus
1366,535,21,NA,80,2.8,Moraceae,Pseudolmedia laevigata,145,145,1,TAM_02,709230,3470606,MO-1518932,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58139,Brosimum rubescens Taub.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.8333333,-69.2833333,549676800,"MO, USM",1988,"C.C. Berg (BG),","Tree No. 1366, 11.4 cm dbh, sterile.",Pseudolmedia,Brosimum
1497,567,22,NA,96,24.5,Sapotaceae,Sarcaulus brasiliensis,140,140,1,TAM_02,408199,NA,NA,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58154,Pouteria Aubl.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549676800,MO,NA,NA,"Tree No. 1497, 11.8 cm dbh, sterile.",Sarcaulus,Pouteria
1503,576,22,NA,90.8,28,Annonaceae,Unonopsis floribunda,205,205,1,TAM_02,757894,3469041,MO-1340245,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58109,Annonaceae Juss.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549676800,MO,2005,"Michael D. Pirie (U),","Tree No. 1503, 18.2 cm dbh, sterile.",Unonopsis,Annonaceae
1065,89,3,NA,14.4,59,Malvaceae,Pachira indet,337,337,1,TAM_02,189418,3466891,MO-1662866,Alwyn H. Gentry & Nestor Jaramillo,58052,Pseudobombax Dugand,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.8333333,-69.2833333,549504000,MO,2010,W.A. (F),"Tree No. 1065, 31.9 cm dbh, buds green, completely leafless.",Pachira,Pseudobombax
1094,117,4,NA,19.35,77,Lauraceae,Beilschmiedia tovarensis,265,265,1,TAM_02,52666,3474042,MO-1921373,Alwyn H. Gentry & Nestor Jaramillo,58048,Persea Mill.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549504000,MO,NA,Al Gentry,"Tree No. 1094, 22.1 cm dbh, sterile.",Beilschmiedia,Persea
1090,99,4,NA,15.1,71.5,Sapotaceae,Sarcaulus brasiliensis,122,122,1,TAM_02,409109,NA,NA,Alwyn H. Gentry & Nestor Jaramillo,58040,Sapotaceae Juss.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549504000,MO,NA,NA,"Tree No. 1090, 11 cm dbh, sterile.",Sarcaulus,Sapotaceae
1179,209,8,NA,29.6,43.3,Moraceae,Helicostylis tomentosa,411,411,1,TAM_02,711837,3469237,MO-1491146,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58068,Brosimum acutifolium subsp. obovatum (Ducke) C.C. Berg,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549590400,MO,1991,"C.C. Berg,","Tree No. 1179, 46.9 cm dbh, sterile.",Helicostylis,Brosimum
1186,217,8,NA,34.2,44.6,Anacardiaceae,Thyrsodium spruceanum,159,159,1,TAM_02,160502,3469057,MO-1270912,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58066,Astronium lecointei Ducke,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549590400,MO,2009,"John D. Mitchell (NY),","Tree No. 1186, 15 cm dbh, sterile, mango odor, latex becoming blackish.",Thyrsodium,Astronium
2218,159,NA,B,NA,NA,Lauraceae,Indet indet,160,160,1,TAM_04,52628,3474028 & 3474029,MO-1921353 & MO-1921354,Alwyn H. Gentry & Nestor Jaramillo,58005,Aniba Aubl.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,NA,Al Gentry,"Tree No. 2218, 12.8 cm dbh, sterile.",Indet,Aniba
2003,2,NA,A,NA,NA,Sapotaceae,Pouteria indet,240,240,1,TAM_04,408275,3305575,MO-1981414,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51505,Sapotaceae Juss.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,NA,NA,Tree #2003.,Pouteria,Sapotaceae
2245,232,NA,C,NA,NA,Sapotaceae,Chrysophyllum indet,224,224,1,TAM_04,409078,04950548 & 3584573,MO-1965906 & MO-1965909,Alwyn H. Gentry & Nestor Jaramillo,57956,Pouteria bangii (Rusby) T.D. Penn.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549417600,MO,1989,"Al Gentry (MO),","Tree No. 2245, 17 cm dbh, whie latex, sterile.",Chrysophyllum,Pouteria
2022,62,NA,A,NA,NA,Lauraceae,Pleurothyrium indet,329,329,1,TAM_04,50978,3313452,MO-1921235,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51514,Lauraceae Juss.,Madre de Dios,Tambopata,Explorer's Inn Tourist Camp at junction of Ríos La Torre and Tambopata. Swamp Tree Plot.,270 m,12°49'S 069°43'W,-12.81666,-69.71666,491356800,MO,NA,NA,"Tree #2022, 16 cm dbh, sterile.",Pleurothyrium,Lauraceae
3007,5,1,A,98.5,9.6,Fabaceae,Dialium guianense,136,136,1,TAM_05,92793,NA,NA,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45929,Fabaceae Lindl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3007, sterile.",Dialium,Fabaceae
3239,188,10,F,60.7,8.85,Lauraceae,Nectandra cissiflora,193,193,1,TAM_05,50145,3293104,MO-1921248,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46109,Lauraceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,NA,NA,"Tree # 3239, sterile.",Nectandra,Lauraceae
3291,212,11,K,49.05,6.75,Fabaceae,Pterocarpus indet,342,342,1,TAM_05,92961,NA,NA,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46117,Fabaceae Lindl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,NA,NA,"Tree # 3291, sterile.",Pterocarpus,Fabaceae
3238,219,11,K,53.55,13.5,Sapindaceae,Matayba purgans,140,140,1,TAM_05,169152,3411858,MO-1329258,Alwyn H. Gentry & Percy Núñez V.,54177,Cupania L.,Madre de Dios,Tambopata,"T. Camp, junction of Ríos La Torre and Tambopata. Terra Firme Tree Plot.",260 m,12°50'S 069°17'W,-12.83333,-69.28333,518400000,MO,1994,"T.D. Pennington,","Tree # 3238, sterile. ""retoños""",Matayba,Cupania
3288,223,11,K,41.1,5.45,Lauraceae,Ocotea bofo,281,281,1,TAM_05,50157,04946255 & 3277054,MO-1523922 & MO-1921384,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46125,Lauraceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,NA,NA,"Tree # 3288, sterile.",Ocotea,Lauraceae
3309,252,12,L,49.15,31.2,Lauraceae,Nectandra viburnoides,237,237,1,TAM_05,50132,NA,NA,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46081,Lauraceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,NA,NA,"Tree # 3309, sterile.",Nectandra,Lauraceae
3270,276,13,M,56.45,55.25,Lauraceae,Ocotea bofo,444,444,1,TAM_05,50125,NA,NA,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46065,Lauraceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,NA,NA,"Tree # 3270, sterile.",Ocotea,Lauraceae
3318,282,13,M,48.3,52.4,Fabaceae,Enterolobium schomburgkii,727,727,1,TAM_05,92932,3277111,MO-1198236,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46089,Fabaceae Lindl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,NA,NA,"Tree # 3318, sterile.",Enterolobium,Fabaceae
3191,296,14,N,56,63.55,Moraceae,Pseudolmedia laevigata,171,171,1,TAM_05,709282,3288363,MO-1518930,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46066,Moraceae Gaudich.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,NA,NA,"Tree # 3191, sterile.",Pseudolmedia,Moraceae
3225,329,15,J,53.1,91.55,Lauraceae,Aniba canelilla,235,235,1,TAM_05,50163,NA,NA,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46126,Lauraceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446428800,MO,NA,NA,"Tree # 3225, sterile.",Aniba,Lauraceae
3416,346,16,T,34.9,96.5,Anacardiaceae,Thyrsodium spruceanum,181,181,1,TAM_05,123045,3277085,MO-1270895,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46222,Astronium lecointei Ducke,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446601600,MO,2009,"John D. Mitchell (NY),","Tree # 3416, sterile, aromatic.",Thyrsodium,Astronium
3493,351,16,T,20.3,97.2,Sapotaceae,Pouteria cladantha,359,359,1,TAM_05,407803,3277081,MO-1993207,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46220,Sapotaceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446601600,MO,NA,NA,"Tree # 3493, sterile, ridged bark.",Pouteria,Sapotaceae
3455,388,18,R,28.2,45.75,Sapotaceae,Pouteria torta,484,484,1,TAM_05,407776,3292675,MO-1991897,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46171,Sapotaceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,NA,NA,"Tree # 3455, sterile.",Pouteria,Sapotaceae
3077,43,2,B,80.6,35.1,Sapotaceae,Pouteria torta,655,655,1,TAM_05,407718,3290513,MO-1991904,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45946,Sapotaceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3077, fallen fruits red, smelling like apples.",Pouteria,Sapotaceae
3431,456,20,Q,23.1,13.55,Lauraceae,Licaria cannella,173,173,1,TAM_05,50182,3782748 & 3276889,MO-1523837 & MO-1921215,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46166,Lauraceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,NA,NA,"Tree # 3431, sterile.",Licaria,Lauraceae
3527,520,23,W,16.9,58,Sapotaceae,Pouteria caimito,238,238,1,TAM_05,407790,3292681,MO-1965717,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46191,Sapotaceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,NA,NA,"Tree # 3527, sterile, thin trunk, very tall, reddish bark.",Pouteria,Sapotaceae
3593,529,23,W,5.6,57.8,Lauraceae,Nectandra viburnoides,349,349,1,TAM_05,52860,NA,NA,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46184,Aniba Aubl.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446515200,MO,NA,NA,"Tree # 3593, sterile.",Nectandra,Aniba
3618,584,25,Y,20,91.6,Lauraceae,Ocotea bofo,459,459,1,TAM_05,50209,3277061,MO-1921244,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46226,Lauraceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446601600,MO,NA,NA,"Tree # 3618, sterile.",Ocotea,Lauraceae
3637,106,5,E,94.7,100,Fabaceae,Pterocarpus indet,318,318,1,TAM_05,92838,3290844,MO-028533,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45982,Myrocarpus Allemão,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3637, sterile.",Pterocarpus,Myrocarpus
3055,111,5,E,87.4,100,Moraceae,Pseudolmedia macrophylla,294,294,1,TAM_05,709223,3290846,MO-1519981,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",45983,Moraceae Gaudich.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3055, sterile, latex. ""café con leche""",Pseudolmedia,Moraceae
3183,140,7,I,75.85,78.1,Lauraceae,Licaria aurea,208,208,1,TAM_05,50105,3291471,MO-1503833,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46022,Lauraceae Juss.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""tierra firme soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446256000,MO,NA,NA,"Tree # 3183, sterile.",Licaria,Lauraceae
3172,147,7,I,74.4,68.25,Sapindaceae,Talisia cupularis,250,250,1,TAM_05,170573,3292674,MO-1326850,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46058,Matayba arborescens (Aubl.) Radlk.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1994,"T.D. Pennington,","Tree # 3172, sterile.",Talisia,Matayba
3173,298,7,I,66.85,60.6,Moraceae,Trophis scandens,331,331,1,TAM_05,713047,3276829,MO-1491118,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46050,Brosimum acutifolium Huber,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,1992,"C.C. Berg (BG),","Tree # 3173, sterile.",Trophis,Brosimum
3205,309,7,I,63,76.1,Moraceae,Pseudolmedia macrophylla,159,159,1,TAM_05,709274,3288362,MO-1519980,"Alwyn H. Gentry, Rodolfo Vásquez & Nestor Jaramillo",46062,Moraceae Gaudich.,Madre de Dios,Tambopata,"Tropical moist forest on sandy ""Tierra firme"" soil. Upland Tree Plot",280 m,12°49'S 069°18'W,-12.81666,-69.3,446342400,MO,NA,NA,"Tree # 3205, sterile.",Pseudolmedia,Moraceae
6069,4,1,1-Jan,90,6,Fabaceae,Pterocarpus indet,199,199,1,TAM_07,102281,3309131,MO-028535,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51093,Swartzia Schreb.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,NA,NA,"Tree #6069, 11 cm dbh, sterile.",Pterocarpus,Swartzia
6299,238,11,5-Jan,50,10,Lauraceae,Nectandra indet,261,261,1,TAM_07,50868,3311249,MO-1921228,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51263,Lauraceae Juss.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,NA,NA,"Tree #6299, 13 cm dbh, sterile.",Nectandra,Lauraceae
6256,247,11,5-Jan,56,18,Fabaceae,Crudia indet,400,400,1,TAM_07,95646,3311250,MO-1662848,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51262,Myrocarpus Allemão,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,NA,NA,"Tree #6256, 23 cm dbh, sterile.",Crudia,Myrocarpus
6313,271,12,5-Jan,42,40,Moraceae,Helicostylis indet,130,130,1,TAM_07,707669,NA,NA,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51232,Perebea Aubl.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,NA,NA,"Tree #6313, 10 cm dbh, sterile.",Helicostylis,Perebea
6446,388,16,8-Jan,33,83,Lauraceae,Ocotea indet,204,204,1,TAM_07,50899,3305557,MO-1921231,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51322,Lauraceae Juss.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,NA,NA,"Tree #6446, 12 cm dbh, sterile.",Ocotea,Lauraceae
6382,319,17,8-Jan,38,66,Lauraceae,Nectandra indet,261,261,1,TAM_07,50883,3311280,MO-1921234,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51311,Lauraceae Juss.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,NA,NA,"Tree #6382, 18 cm dbh, sterile.",Nectandra,Lauraceae
6357,438,19,7-Jan,40,38,Fabaceae,Stryphnodendron pulcherrimum,635,635,1,TAM_07,109612,3311259,MO-1161946,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51253,Parkia ? R. Br.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491011200,MO,NA,NA,"Tree # 6357, 19 cm dbh, sterile.",Stryphnodendron,Parkia
6418,446,19,7-Jan,23,35,Moraceae,Pseudolmedia rigida,295,295,1,TAM_07,708034,3311289,MO-1414557,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51302,Brosimum lactescens (S. Moore) C.C. Berg,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491097600,MO,1987,"C.C. Berg (ARBOHA),","Tree #6418, 22 cm dbh, sterile.",Pseudolmedia,Brosimum
6479,448,22,9-Jan,19,22,Sapotaceae,Pouteria bilocularis,198,198,1,TAM_07,408256,3300665,MO-1981428,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51369,Sapotaceae Juss.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,NA,NA,"Tree #6479, 17 cm dbh, sterile.",Pouteria,Sapotaceae
6574,570,24,10-Jan,0.5,78,Lauraceae,Nectandra indet,352,352,1,TAM_07,50939,3300663,MO-1921227,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51371,Lauraceae Juss.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,NA,NA,"Tree #6574, 34 cm dbh, sterile; bark with large ?? areas.",Nectandra,Lauraceae
6521,584,25,10-Jan,17,92,Fabaceae,Diplotropis indet,477,477,1,TAM_07,95683,3305540,MO-1662847,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51340,Myrocarpus Allemão,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,491184000,MO,NA,NA,"Tree #6521, 26 cm dbh, sterile.",Diplotropis,Myrocarpus
6102,75,4,2-Jan,97,65,Lauraceae,Ocotea indet,447,447,1,TAM_07,50803,3309100,MO-1921232,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51120,Lauraceae Juss.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,NA,NA,"Tree #6102, 38 cm dbh, sterile.",Ocotea,Lauraceae
6103,79,4,2-Jan,97,65,Myrtaceae,Plinia indet,162,162,1,TAM_07,314057,3309099,MO-1647773,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51121,Eugenia L.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.8166667,-69.7166667,490838400,MO,2010,B.H.,"Tree #6103, 14 cm dbh; buds white.",Plinia,Eugenia
6110,94,4,2-Jan,90,75,Fabaceae,Crudia indet,420,420,1,TAM_07,95608,3309095,MO-1662849,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51125,Myrocarpus Allemão,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,NA,NA,"Tree #6110, 36 cm dbh, sterile.",Crudia,Myrocarpus
6056,123,5,2-Jan,90,92,Fabaceae,Ormosia bopiensis,111,111,1,TAM_07,102166,3309147 & 04616444,MO-1684764 & MO-1688164,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51084,Dussia cf. tessmannii Harms,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Terra Firme Tree Plot.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490838400,MO,2005,"A. Fuentes (LPB), 08/","Tree #6056, 11 cm dbh, sterile.",Ormosia,Dussia
6240,143,6,4-Jan,62,99,Lauraceae,Ocotea indet,213,213,1,TAM_07,50810,3309163,MO-1921233,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51163,Lauraceae Juss.,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,NA,NA,"Tree #6240, 12 cm dbh, sterile.",Ocotea,Lauraceae
6147,200,9,3-Jan,65,33,Moraceae,Pseudolmedia rigida,209,209,1,TAM_07,707289,3302857,MO-1414558,"Alwyn H. Gentry, Camilo Díaz S. & Nestor Jaramillo",51175,Brosimum lactescens (S. Moore) C.C. Berg,Madre de Dios,Tambopata,Tambopata Tourist Camp at junction of Ríos Tambopata and La Torre. Tree Plot. Terra Firme.,280 m,12°49'S 069°43'W,-12.81666,-69.71666,490924800,MO,1987,"C.C. Berg (ARBOHA),","Tree #6147, 16 cm dbh, sterile.",Pseudolmedia,Brosimum
