Pv_tag,Tag,T1,T2,X,Y,Family,Species,DBH0,DBH1,F2,Plot,SpecimenID,*Accession Numbers,*Barcodes,CollectorString,CollectionNumber,*FullName,UpperName,LowerName,Locality,ElevationDisplay,*Coordinate Display,LatitudeDecimal,LongitudeDecimal,Date Display,*Institutions,DeterminationYear,DeterminationBy,Description,plot.genus,spec.genus
NA,95,new,4-Jan,10,97,Celastraceae,Cheiloclinium cognatum,112,112,1,MNU_01,164752,3183029,MO-1399077,Alwyn H. Gentry,43353,Cheiloclinium cognatum (Miers) A.C. Sm.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428803200,MO,1984,"A. Gentry,","Tree #95, 10.5 cm dbh, sterile.",Cheiloclinium,Cheiloclinium
NA,97,new,4-Jan,10,101,Sapotaceae,Pouteria ephedrantha,389,389,1,MNU_01,409087,3183067,MO-1994544,Alwyn H. Gentry,43383,Pouteria ephedrantha (A.C. Sm.) T.D. Penn.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1988,"T. Pennington (K),","Tree #97, 34.3 cm dbh, sterile.",Pouteria,Pouteria
NA,385,1974,3-Apr,103.5,84.5,Nyctaginaceae,Neea indet,133,133,1,MNU_01,739290,NA,NA,Alwyn H. Gentry,43501,Neea chlorantha Heimerl,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429321600,MO,1984,"A. Gentry,","Tree #385, 10 cm dbh, buds green.",Neea,Neea
152,409,1974,4-Feb,48.5,103,Sapotaceae,Pouteria ephedrantha,195,195,1,MNU_01,1591730,3184460,MO-2180257,Alwyn H. Gentry,43519,Pouteria procera (Mart.) K. Hammer,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.8666667,-71.3666667,429321600,MO,2010,RL,"Tree #409, 18.5 cm dbh, sterile.",Pouteria,Pouteria
NA,489,new,4-Apr,97,113,Meliaceae,Guarea macrophylla,116,116,1,MNU_01,129133,3184475,MO-1122157,Alwyn H. Gentry,43540,Guarea macrophylla subsp. pendulispica (C. DC.) T.D. Penn.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,1984,"A. Gentry,","Tree #489, 10.3 cm dbh, sterile.",Guarea,Guarea
NA,507,new,5-Mar,75.5,137,Annonaceae,Unonopsis matthewsii,148,148,1,MNU_01,757327,3184410,MO-1975318,Alwyn H. Gentry,43568,Unonopsis floribunda Diels,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,2005,"R. Garcia (MO),","Tree #507, 12.3 cm dbh, sterile.",Unonopsis,Unonopsis
NA,556,new,5-Apr,98.5,144.5,Lauraceae,Pleurothyrium krukovii,139,139,1,MNU_01,47360,3244423,MO-287003,Alwyn H. Gentry,43560,Pleurothyrium krukovii A.C. Sm.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,NA,H. van der Werff,"Tree #556, 10 cm dbh, flowers green, mostly fallen.",Pleurothyrium,Pleurothyrium
NA,557,new,5-Apr,97.5,147,Fabaceae,Lonchocarpus spiciflorus,144,144,1,MNU_01,76740,3184411,MO-1696503,Alwyn H. Gentry,43567,Lonchocarpus spiciflorus Mart. ex Benth.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,1986,"A. Gentry,","Tree #557, 11.5 cm dbh, stinging ants in twigs, fruits green.",Lonchocarpus,Lonchocarpus
NA,559,new,5-Apr,102.5,144.5,Ebenaceae,Diospyros subrotata,154,154,1,MNU_01,411188,NA,NA,Alwyn H. Gentry,43559,Diospyros subrotata Hiern,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,1987,"R. Foster (F),","Tree #559, 10.9 cm dbh, sterile.",Diospyros,Diospyros
NA,261,6,NA,37.5,34,Meliaceae,Guarea macrophylla,161,161,1,MNU_05,128926,3184586,MO-1122167,Alwyn H. Gentry,43448,Guarea macrophylla subsp. pendulispica (C. DC.) T.D. Penn.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429148800,MO,1985,"T. Pennington,","Tree #261, 21.3 cm dbh, buds.",Guarea,Guarea
NA,292,9,NA,23,18,Fabaceae,Inga indet,226,226,1,MNU_06,75839,3184443,MO-1218754,Alwyn H. Gentry,43485,Inga nobilis Willd.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429321600,MO,1984,"A. Gentry,","Tree #292, 23.6 cm dbh, sterile.",Inga,Inga
182,182,16,B,64.1,80.5,Violaceae,Rinorea viridifolia,108,108,1,TAM_01,254366,3470057,MO-1590822,Alwyn H. Gentry & Nestor Jaramillo,57642,Rinorea viridifolia Rusby,Madre de Dios,Tambopata,"Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata, Swamp Trail. Tree Plot.",250 m,12°50'S 069°17'W,-12.8333333,-69.2833333,548899200,MO,2019,S.E.Hoyos-Gómez (HUA),"Tree No. 182, 10.7 cm dbh, sterile.",Rinorea,Rinorea
1,1,21,A,99,0.85,Moraceae,Sorocea pileata,454,454,1,TAM_01,715039,3470603,MO-1596166,Alwyn H. Gentry & Nestor Jaramillo,57537,Sorocea cf. pileata W.C. Burger,Madre de Dios,Tambopata,"Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata, Swamp Trail. Tree Plot",250 m,12°50'S 069°17'W,-12.83333,-69.28333,548812800,MO,1988,"P. Maas & A. van Setten (U),","Tree No. 1, 41.7 cm dbh, sterile.",Sorocea,Sorocea
3493,351,16,T,20.3,97.2,Sapotaceae,Pouteria cladantha,359,359,1,TAM_05,407254,3470796,MO-1965905,Alwyn H. Gentry & Nestor Jaramillo,57692,Pouteria Aubl.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.83333,-69.28333,548985600,MO,NA,NA,"Tree No. 351, 14.7 cm dbh, flowers greenish, petals white at edge, pinkish at base.",Pouteria,Pouteria
3530,549,24,NA,12.3,63.9,Lecythidaceae,Eschweilera coriacea,126,126,1,TAM_05,300280,3468988,MO-1633774,Alwyn H. Gentry & Nestor Jaramillo,57807,Eschweilera cf. coriacea (DC.) S.A. Mori,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549244800,MO,1987,"S. Mori (NY),","Tree No. 549, 10.1 cm dbh, sterile.",Eschweilera,Eschweilera
536,536,22,V,6.4,29,Sapotaceae,Pouteria guianensis,434,434,1,TAM_06,407397,3470825,MO-1965883,Alwyn H. Gentry & Nestor Jaramillo,57769,Pouteria Aubl.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549072000,MO,NA,NA,"Tree No. 536, 18.9 cm dbh, sterile, white latex.",Pouteria,Pouteria
6300.1,472,11,5,40.5,10,Myristicaceae,Iryanthera juruensis,190,190,1,TAM_07,761632,3470074,MO-1565149,Alwyn H. Gentry & Nestor Jaramillo,57741,Iryanthera laevis Markgr.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549072000,MO,1988,"William A. Rodriguez (INPA),","Tree No. 472, 27.5 cm dbh, sterile.",Iryanthera,Iryanthera
6083.2,48,2,1,85,33,Urticaceae,Pourouma minor,268,268,1,TAM_07,706043,3467902,MO-1596772,Alwyn H. Gentry & Nestor Jaramillo,57562,Pourouma palmata Poepp. & Endl.,Madre de Dios,Tambopata,"Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata, Swamp Trail. Tree Plot",250 m,12°50'S 069°17'W,-12.83333,-69.28333,548812800,MO,1987,"Al Gentry,","Tree No. 48, 23 cm dbh, thick stilt buttresses, old fruits brownish, wintergreen odor.",Pourouma,Pourouma
6559,544,23,10,10,56,Lauraceae,Ocotea bofo,126,126,1,TAM_07,54208,3470083 & 3584147,MO-1921158 & MO-1921159,Alwyn H. Gentry & Nestor Jaramillo,57770,Ocotea Aubl.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata. Swamp Trail Tree Plot,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549072000,MO,NA,NA,"Tree No. 544, 15 cm dbh, sterile, stilt-buttresses.",Ocotea,Ocotea
NA,11,1,NA,1.5,11,Moraceae,Pseudolmedia macrophylla,224,224,1,TAM_09,705962,3470604,MO-1571557,Alwyn H. Gentry & Nestor Jaramillo,57538,Pseudolmedia laevis (Ruiz & Pav.) J.F. Macbr.,Madre de Dios,Tambopata,"Tambopata Nature Reserve; junction of Río La Torre and Río Tambopata, Swamp Trail. Tree Plot",250 m,12°50'S 069°17'W,-12.83333,-69.28333,548812800,MO,1987,"C.C. Berg (BG),","Tree No. 11, 16.5 cm dbh, sterile, latex cafe-con-leche.",Pseudolmedia,Pseudolmedia
291,9,1974,3-Mar,82.5,71,Lauraceae,Caryodaphnopsis fosteri,1190,1190,1,MNU_01,50070,3184610,MO-252492,Alwyn H. Gentry,43423,Caryodaphnopsis fosteri van der Werff,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429148800,MO,1986,"H. van der Werff (MO),","Tree #291, ca. 90 cm dbh, emergent 45 m tall, bark in somewhat scaly plates.",Caryodaphnopsis,Caryodaphnopsis
244,110,1974,3-Feb,57,69,Violaceae,Rinorea viridifolia,154,154,1,MNU_01,252058,3184575,MO-1590818,Alwyn H. Gentry,43459,Rinorea viridifolia Rusby,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.8666667,-71.3666667,429148800,MO,2019,S.E.Hoyos-Gómez (HUA),"Tree #244, 11.1 cm dbh, flowers cream.",Rinorea,Rinorea
263,117,1974,2-Mar,85,59,Fabaceae,Dipteryx micrantha,908,908,1,MNU_01,75521,3184582,MO-718798,Alwyn H. Gentry,43452,Dipteryx micrantha Harms,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429148800,MO,1986,"H.C. de Lima (RB),","Tree #263, ca. 60 cm dbh, fruits green.",Dipteryx,Dipteryx
568,123,1974,3-Apr,113.5,78.5,Apocynaceae,Aspidosperma megaphyllum,599,599,1,MNU_01,421373,3188092,MO-2180291,Alwyn H. Gentry,43676,Aspidosperma myristicifolium (Markgr.) Woodson,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429926400,MO,2011,"J.F. Morales (INB),","Tree #568, 46.0 cm dbh, fluted trunk, buds gray.",Aspidosperma,Aspidosperma
246,128,1974,3-Mar,64,68.5,Meliaceae,Guarea macrophylla,188,188,1,MNU_01,128956,3184572,MO-1122166,Alwyn H. Gentry,43462,Guarea macrophylla subsp. pendulispica (C. DC.) T.D. Penn.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429148800,MO,1985,"T. Pennington,","Tree #246, 13.4 cm dbh, sterile.",Guarea,Guarea
339,169,1974,3-Apr,97,78,Myristicaceae,Iryanthera juruensis,118,118,1,MNU_01,759183,3184442,MO-1599566,Alwyn H. Gentry,43486,Iryanthera juruensis Warb.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429321600,MO,1984,"A. Gentry,","Tree #339, 10.3 cm dbh, cauliflorous, fruits green.",Iryanthera,Iryanthera
338,181,1974,3-Apr,96.5,76.5,Moraceae,Batocarpus amazonicus,226,226,1,MNU_01,708630,3184445,MO-1408545,Alwyn H. Gentry,43483,Batocarpus costaricensis Standl. & L.O. Williams,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429321600,MO,2008,"C.C, Berg (BG),","Tree #338, 12.8 cm dbh, latex.",Batocarpus,Batocarpus
569,194,1974,3-Apr,114,78,Annonaceae,Klarobelia candida,214,214,1,MNU_01,757358,3188098,MO-1976577,Alwyn H. Gentry,43683,Klarobelia candida Chatrou,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,430099200,MO,1998,"L.W. Chatrou (U),","Tree #569, 13.3 cm dbh, sterile.",Klarobelia,Klarobelia
575,196,1974,3-Apr,115,85,Combretaceae,Terminalia amazonia,456,456,1,MNU_01,1591740,3188099,MO-1646449,Alwyn H. Gentry,43684,Terminalia oblonga (Ruiz & Pav.) Steud.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,430099200,MO,1984,"A. Gentry,","Tree #575, 32.4 cm dbh, sterile, not aromatic.",Terminalia,Terminalia
143,202,1974,4-Feb,36,109,Sapotaceae,Pouteria ephedrantha,168,168,1,MNU_01,409093,3183065,MO-1994564,Alwyn H. Gentry,43385,Pouteria ephedrantha (A.C. Sm.) T.D. Penn.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1988,"T. Pennington (K),","Tree #143, 11.2 cm dbh, sterile.",Pouteria,Pouteria
178,207,1974,4-Feb,44,115,Putranjivaceae,Drypetes indet,389,389,1,MNU_01,147574,3183025,MO-2879608,Alwyn H. Gentry,43359,Drypetes amazonica var. peruviana J.F. Macbr.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1984,"A. Gentry,","Tree #178, 22.6 cm dbh, flowers greenish.",Drypetes,Drypetes
380,209.1,1974,3-Apr,103,88.5,Lauraceae,Caryodaphnopsis fosteri,157,157,1,MNU_01,50109,3184435,MO-252490,Alwyn H. Gentry,43503,Caryodaphnopsis fosteri van der Werff,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429321600,MO,1986,"H. van der Werff (MO),","Tree #380, 10.7 cm dbh, sterile.",Caryodaphnopsis,Caryodaphnopsis
155,213,1974,4-Feb,50.5,106.5,Meliaceae,Trichilia poeppigii,378,378,1,MNU_01,128787,3183066,MO-1124286,Alwyn H. Gentry,43384,Trichilia pleeana (A. Juss.) C. DC.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1985,"T. Pennington,","Tree #155, 29.7 cm dbh, sterile.",Trichilia,Trichilia
588,225,1974,4-Apr,113,104.5,Olacaceae,Heisteria acuminata,135,135,1,MNU_01,728375,3184498,MO-494097,Alwyn H. Gentry,43648,Heisteria nitida Engl.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429926400,MO,1988,"Ronald Liesner (MO),","Tree #588, 12.7 cm dbh, buds green, slight latex.",Heisteria,Heisteria
138,225,1974,4-Jan,27.5,102,Salicaceae,Xylosma intermedia,414,414,1,MNU_01,257891,3183017,MO-1644186,Alwyn H. Gentry,43367,Xylosma intermedia (Seem.) Triana & Planch.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1985,"A. Gentry,","Tree #138, 20.8 cm dbh, few very large branched spines on trunk, fruits red.",Xylosma,Xylosma
590,227,1974,4-Apr,112.5,106,Combretaceae,Terminalia amazonia,205,205,1,MNU_01,305894,3184499,MO-1817836,Alwyn H. Gentry,43647,Terminalia oblonga (Ruiz & Pav.) Steud.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429926400,MO,1987,"R. Foster (F),","Tree #590, 15.2 cm dbh, sterile.",Terminalia,Terminalia
594,258,1974,4-Apr,119,106,Putranjivaceae,Drypetes brevipedicellata,142,142,1,MNU_01,258287,3184491,MO-2180228,Alwyn H. Gentry,43655,Drypetes amazonica Steyerm.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429926400,MO,NA,NA,"Tree #594, 14.0 cm dbh, sterile.",Drypetes,Drypetes
595,260,1974,4-Apr,118.5,109,Myrtaceae,Psidium acutangulum,130,130,1,MNU_01,307031,3184492,MO-1703703,Alwyn H. Gentry,43654,Psidium acidum (DC.) Landrum,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429926400,MO,2016,"L.R. Landrum (ASU),","Tree #595, 13.3 cm dbh, sterile.",Psidium,Psidium
112,351,1974,4-Jan,29.5,97.5,Meliaceae,Guarea macrophylla,187,187,1,MNU_01,128769,3183071,MO-1114899,Alwyn H. Gentry,43379,Guarea macrophylla subsp. pendulispica (C. DC.) T.D. Penn.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1985,"T. Pennington,","Tree #112, 17.1 cm dbh, sterile.",Guarea,Guarea
59,358,1974,4-Jan,14.5,90,Nyctaginaceae,Guapira indet,179,179,1,MNU_01,739342,3183038,MO-2180368,Alwyn H. Gentry,43342,Guapira Aubl.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428803200,MO,NA,NA,"Tree #59, 16.8 cm dbh, sterile.",Guapira,Guapira
108,364,1974,4-Jan,21,96,Burseraceae,Protium neglectum,240,240,1,MNU_01,121924,3183035,MO-2180350,Alwyn H. Gentry,43345,Protium tenuifolium (Engl.) Engl.,Madre de Dios,NA,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428803200,MO,1985,"D. Daly (NY),","Tree #108, 19.1 cm dbh, faint aroma.",Protium,Protium
172,380,1974,4-Feb,31.5,117.5,Putranjivaceae,Drypetes amazonica,191,191,1,MNU_01,147675,NA,NA,Alwyn H. Gentry,43381,Drypetes Vahl,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,NA,NA,"Tree #172, 12.3 cm dbh, sterile.",Drypetes,Drypetes
177,387,1974,4-Feb,41,116.5,Annonaceae,Duguetia quitarensis,173,173,1,MNU_01,752022,3183024,MO-1941713,Alwyn H. Gentry,43360,Duguetia quitarensis Benth.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1996,"P.J.M. Maas (U),","Tree #177, 16.3 cm dbh, sterile.",Duguetia,Duguetia
154,417,1974,4-Feb,51,104.5,Nyctaginaceae,Neea indet,105,105,1,MNU_01,739438,NA,NA,Alwyn H. Gentry,43395,Neea chlorantha Heimerl,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428976000,MO,1985,"A. Gentry,","Tree #154, 10.1 cm dbh, buds green.",Neea,Neea
320,475,1974,3-Mar,71.5,85,Ebenaceae,Diospyros subrotata,150,150,1,MNU_01,411149,NA,NA,Alwyn H. Gentry,43429,Diospyros subrotata Hiern,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429148800,MO,1987,"R. Foster (F),","Tree #320, 13.2 cm dbh, sterile.",Diospyros,Diospyros
447,516,1974,4-Mar,72,118,Sapotaceae,Chrysophyllum venezuelanense,332,332,1,MNU_01,409345,3184459,MO-1967347,Alwyn H. Gentry,43522,Chrysophyllum venezuelanense (Pierre) T.D. Penn.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,1988,"T. Pennington (K),","Tree #447, 29.9 cm dbh, fruits green.",Chrysophyllum,Chrysophyllum
469,526,1974,5-Mar,72,127,Tapisciaceae,Huertea glandulosa,457,457,1,MNU_01,165332,3184427,MO-1398911,Alwyn H. Gentry,43551,Huertea glandulosa Ruiz & Pav.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,1985,"A. Gentry,","Tree #469, 26 cm dbh, sterile.",Huertea,Huertea
182,546,1974,5-Feb,46.5,122.5,Meliaceae,Trichilia poeppigii,144,144,1,MNU_01,128714,3183022,MO-1124095,Alwyn H. Gentry,43362,Trichilia poeppigii C. DC.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot.,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428889600,MO,1986,"R.E. Gereau (MO),","Tree #182, 11.9 cm dbh, flowers white, winged petiole.",Trichilia,Trichilia
235,569,1974,5-Feb,54,142,Chrysobalanaceae,Hirtella lightioides,542,542,1,MNU_01,1590463,NA,NA,Alwyn H. Gentry,43407,Hirtella excelsa Standl. ex Prance,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,428976000,NA,2002,"G. Prance (K),","Tree #235, 48.5 cm dbh, sterile.",Hirtella,Hirtella
495,8076,new,4-Apr,103,117,Annonaceae,Unonopsis matthewsii,217,217,1,MNU_01,752510,3184471,MO-2029353,Alwyn H. Gentry,43544,Unonopsis guatterioides (A. DC.) R.E. Fr.,Madre de Dios,Manu,Cocha Cashu Biological Station. Manu National Park. Tropical moist forest on alluvial flood plain. Tree Plot,400 m,11°52'S 071°22'W,-11.86666,-71.36666,429408000,MO,2006,"P. Maas & L. Westra (U),","Tree #495, 16.8 cm dbh, sterile.",Unonopsis,Unonopsis
1129,272,10,NA,36,2.7,Annonaceae,Oxandra xylopioides,257,257,1,TAM_02,758100,NA,NA,Alwyn H. Gentry & Nestor Jaramillo,58018,Oxandra xylopioides Diels,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549504000,MO,1988,"P. Maas & A. van Setten (U),","Tree No. 1129, 23.4 cm dbh, fruits green, bark papery fibrous.",Oxandra,Oxandra
1248,284,11,NA,54.5,4.1,Simaroubaceae,Simarouba amara,467,467,1,TAM_02,119408,NA,NA,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58114,Simarouba amara Aubl.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549676800,MO,NA,NA,"Tree No. 1248, 40.4 cm dbh, sterile.",Simarouba,Simarouba
1251,288,11,NA,56.7,6.6,Urticaceae,Coussapoa trinervia,473,473,1,TAM_02,709047,3467901,MO-1568347,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58115,Coussapoa trinervia Spruce ex Mildbr.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549676800,MO,1987,"C.C. Berg (BG),","Tree No. 1251, strangler, two trunks 24 cm dbh.",Coussapoa,Coussapoa
1254,296,11,NA,57.3,11.6,Fabaceae,Ormosia amazonica,214,214,1,TAM_02,98765,3466400 & 04616447,MO-1689758 & MO-954502,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58118,Ormosia amazonica Ducke,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549676800,MO,1993,"A. Graff (MO),","Tree No. 1254, 20.2 cm dbh, sterile.",Ormosia,Ormosia
1260,297,11,NA,57.3,16,Sapotaceae,Pouteria torta,550,550,1,TAM_02,408099,3470814,MO-1991981,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58119,Pouteria torta (Mart.) Radlk. subsp. torta,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549676800,MO,1989,"A. Gentry,","Tree No. 1260, 49 cm dbh, red, narrowly ridged finely flaking bark.",Pouteria,Pouteria
1269,308,12,NA,44.7,22.25,Lecythidaceae,Eschweilera coriacea,161,161,1,TAM_02,300261,3468992,MO-1632994,"Alwyn H. Gentry, Percy Núñez V. & Nestor Jaramillo",58121,Eschweilera Mart. ex DC.,Madre de Dios,Tambopata,Tambopata Nature Reserve; junction of Ríos La Torre and Tambopata. Lateritic Tree Plot No. 1,250 m,12°50'S 069°17'W,-12.83333,-69.28333,549676800,MO,NA,NA,"Tree No. 1269, 14.1 cm dbh, sterile.",Eschweilera,Eschweilera
